,existingchecking,statussex,sex,maritalStatus,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification
749,0,A93,1,0,15,1,1,3029,1,2,2,0,2,3,33,0,1,1,2,1,0,1,1
750,1,A92,0,1,6,1,2,428,1,2,2,0,1,2,49,2,1,1,2,1,1,1,1
751,1,A92,0,1,18,1,1,976,1,1,1,0,2,3,23,0,1,1,1,1,0,1,0
752,2,A92,0,1,12,1,9,841,1,2,2,0,4,1,23,0,0,1,1,1,0,1,1
753,0,A92,0,1,30,3,3,5771,1,2,4,0,2,3,25,0,1,2,2,1,0,1,1
754,0,A93,1,0,12,2,5,1555,2,2,4,0,4,0,55,0,2,2,2,2,0,1,0
755,1,A92,0,1,24,1,1,1285,3,2,4,0,4,0,32,0,0,1,2,1,0,1,0
756,3,A93,1,0,6,3,1,1299,1,1,1,0,1,1,74,0,1,3,0,2,0,0,1
757,3,A93,1,0,15,3,3,1271,3,1,3,0,4,0,39,0,2,2,2,1,1,1,0
758,0,A93,1,0,24,1,1,1393,1,1,2,2,2,1,31,0,1,1,2,1,1,1,1
759,1,A93,1,0,12,3,1,691,1,2,4,0,3,2,35,0,1,2,2,1,0,1,0
760,0,A92,0,1,15,3,1,5045,3,2,1,0,4,3,59,0,1,1,2,1,1,1,1
761,1,A92,0,1,18,3,2,2124,1,1,4,0,4,1,24,0,0,2,2,1,0,1,0
762,1,A93,1,0,12,1,3,2214,1,1,4,0,3,2,24,0,1,1,1,1,0,1,1
763,0,A93,1,0,21,3,1,12680,3,2,4,0,4,0,30,0,2,1,3,1,1,1,0
764,0,A94,1,1,24,3,1,2463,1,2,4,0,3,2,27,0,1,2,2,1,1,1,1
765,2,A94,1,1,12,1,3,1155,1,2,3,2,3,1,40,2,1,2,1,1,0,1,1
766,1,A91,1,1,30,1,2,3108,1,1,2,0,4,2,31,0,1,1,1,1,0,1,0
767,0,A92,0,1,10,1,1,2901,3,1,1,0,4,1,31,0,0,1,2,1,0,1,1
768,2,A93,1,0,12,3,2,3617,1,2,1,0,4,3,28,0,0,3,2,1,1,1,1
769,0,A93,1,0,12,3,3,1655,1,2,2,0,4,1,63,0,1,2,1,1,1,1,1
770,1,A92,0,1,24,1,1,2812,3,2,2,0,4,1,26,0,0,1,2,1,0,1,1
771,1,A92,0,1,36,3,6,8065,1,1,3,0,2,0,25,0,1,2,3,1,1,1,0
772,0,A93,1,0,21,3,1,3275,1,2,1,0,4,3,36,0,1,1,3,1,1,1,1
773,0,A93,1,0,24,3,3,2223,1,2,4,0,4,2,52,2,1,2,2,1,0,1,1
774,3,A93,1,0,12,3,1,1480,2,3,2,0,4,0,66,2,2,3,0,1,0,1,1
775,1,A92,0,1,24,1,1,1371,3,1,4,0,4,1,25,0,0,1,2,1,0,1,0
776,0,A93,1,0,36,3,1,3535,1,2,4,0,4,3,37,0,1,2,2,1,1,1,1
777,1,A92,0,1,18,1,3,3509,1,2,4,2,1,1,25,0,1,1,2,1,0,1,1
778,0,A93,1,0,36,3,1,5711,2,2,4,0,2,3,38,0,1,2,3,1,1,1,1
779,2,A92,0,1,18,1,5,3872,1,3,2,0,4,3,67,0,1,1,2,1,1,1,1
780,2,A93,1,0,39,3,3,4933,1,2,2,2,2,1,25,0,1,2,2,1,0,1,0
781,0,A93,1,0,24,3,1,1940,2,2,4,0,4,1,60,0,1,1,2,1,1,1,1
782,2,A93,1,0,12,1,8,1410,1,1,2,0,2,1,31,0,1,1,1,1,1,1,1
783,2,A92,0,1,12,1,1,836,1,1,4,0,2,2,23,2,1,1,1,1,0,1,0
784,2,A91,1,1,20,1,1,6468,3,3,1,0,4,1,60,0,1,1,3,1,1,1,1
785,2,A93,1,0,18,1,9,1941,2,1,4,0,2,2,35,0,1,1,1,1,1,1,1
786,0,A93,1,0,22,1,3,2675,2,2,3,0,4,3,40,0,1,1,2,1,0,1,1
787,0,A93,1,0,48,3,1,2751,3,2,4,0,3,3,38,0,1,2,2,2,1,1,1
788,2,A93,1,0,48,2,6,6224,1,2,4,0,4,0,50,0,2,1,2,1,0,1,0
789,1,A93,1,0,40,3,6,5998,1,1,4,0,3,0,27,2,1,1,2,1,1,1,0
790,2,A92,0,1,21,1,9,1188,1,2,2,0,4,2,39,0,1,1,2,2,0,1,0
791,0,A93,1,0,24,1,1,6313,3,2,3,0,4,3,41,0,1,1,3,2,1,1,1
792,0,A94,1,1,6,3,2,1221,3,1,1,0,2,2,27,0,1,2,2,1,0,1,1
793,3,A91,1,1,24,1,2,2892,1,2,3,0,4,0,51,0,2,1,2,1,0,1,1
794,0,A93,1,0,24,1,2,3062,2,2,4,0,3,0,32,0,0,1,2,1,1,1,1
795,0,A92,0,1,9,1,2,2301,1,1,2,0,4,2,22,0,0,1,2,1,0,1,1
796,1,A93,1,0,18,1,1,7511,3,2,1,0,4,2,51,0,2,1,2,2,1,1,0
797,0,A92,0,1,12,3,2,1258,1,1,2,0,4,2,22,0,0,2,1,1,0,1,1
798,0,A94,1,1,24,2,1,717,3,2,4,0,4,3,54,0,1,2,2,1,1,1,1
799,2,A93,1,0,9,1,1,1549,3,1,4,0,2,1,35,0,1,1,0,1,0,1,1
800,0,A93,1,0,24,3,6,1597,1,2,4,0,4,0,54,0,2,2,2,2,0,1,1
801,2,A92,0,1,18,3,3,1795,1,2,3,2,4,1,48,2,0,2,1,1,1,1,1
802,1,A92,0,1,20,3,2,4272,1,2,1,0,4,2,24,0,1,2,2,1,0,1,1
803,0,A93,1,0,12,3,3,976,3,2,4,0,4,3,35,0,1,2,2,1,0,1,1
804,2,A92,0,1,12,1,1,7472,3,3,1,0,2,1,24,0,0,1,0,1,0,1,1
805,1,A93,1,0,36,1,1,9271,1,2,2,0,1,3,24,0,1,1,2,1,1,1,0
806,2,A94,1,1,6,1,3,590,1,1,3,0,3,1,26,0,1,1,1,1,0,0,1
807,0,A93,1,0,12,3,3,930,3,2,4,0,4,1,65,0,1,4,2,1,0,1,1
808,2,A93,1,0,42,1,1,9283,1,3,1,0,2,0,55,2,2,1,3,1,1,1,1
809,2,A92,0,1,15,1,1,1778,1,1,2,0,1,1,26,0,0,2,0,1,0,1,0
810,2,A94,1,1,8,1,9,907,1,1,3,0,2,1,26,0,1,1,2,1,1,1,1
811,2,A94,1,1,6,1,3,484,1,2,3,2,3,1,28,2,1,1,1,1,0,1,1
812,1,A93,1,0,36,3,1,9629,1,2,4,0,4,3,24,0,1,2,2,1,1,1,0
813,1,A93,1,0,48,1,4,3051,1,1,3,0,4,3,54,0,1,1,2,1,0,1,0
814,1,A93,1,0,48,1,1,3931,1,2,4,0,4,0,46,0,2,1,2,2,0,1,0
815,2,A92,0,1,36,2,1,7432,1,1,2,0,2,2,54,0,0,1,2,1,0,1,1
816,0,A91,1,1,6,1,4,1338,2,1,1,0,4,1,62,0,1,1,2,1,0,1,1
817,0,A92,0,1,6,3,3,1554,1,2,1,0,2,3,24,0,0,2,2,1,1,1,1
818,1,A91,1,1,36,1,0,15857,1,3,2,1,3,3,43,0,1,1,3,1,0,1,1
819,1,A94,1,1,18,1,3,1345,1,1,4,0,3,1,26,2,1,1,2,1,0,1,0
820,0,A94,1,1,12,1,1,1101,1,1,3,0,2,1,27,0,1,2,2,1,1,1,1
821,3,A94,1,1,12,1,3,3016,1,1,3,0,1,3,24,0,1,1,2,1,0,1,1
822,1,A93,1,0,36,1,2,2712,1,2,2,0,2,2,41,2,1,1,2,2,0,1,0
823,1,A93,1,0,8,3,1,731,1,2,4,0,4,1,47,0,1,2,1,1,0,1,1
824,0,A91,1,1,18,3,2,3780,1,1,3,0,2,3,35,0,1,2,3,1,1,1,1
825,1,A94,1,1,21,3,1,1602,1,2,4,0,3,3,30,0,1,2,2,1,1,1,1
826,1,A92,0,1,18,3,1,3966,1,2,1,0,4,1,33,2,0,3,2,1,1,1,0
827,0,A93,1,0,18,1,9,4165,1,1,2,0,2,3,36,1,1,2,2,2,0,1,0
828,1,A93,1,0,36,1,1,8335,3,2,3,0,4,0,47,0,2,1,2,1,0,1,0
829,2,A93,1,0,48,2,9,6681,3,1,4,0,4,0,38,0,2,1,2,2,1,1,1
830,0,A93,1,0,24,2,9,2375,2,1,4,0,2,3,44,0,1,2,2,2,1,1,1
831,1,A92,0,1,18,1,1,1216,1,1,4,0,3,3,23,0,0,1,2,1,1,1,0
832,1,A93,1,0,45,1,9,11816,1,2,2,0,4,3,29,0,0,2,2,1,0,1,0
833,2,A92,0,1,24,1,3,5084,3,2,2,0,4,3,42,0,1,1,2,1,1,1,1
834,3,A92,0,1,15,1,3,2327,1,1,2,0,3,1,25,0,1,1,1,1,0,1,0
835,1,A93,1,0,12,1,1,1082,1,1,4,0,4,3,48,2,1,2,2,1,0,1,0
836,0,A92,0,1,12,1,3,886,3,1,4,0,2,3,21,0,1,1,2,1,0,1,1
837,0,A92,0,1,4,1,2,601,1,1,1,0,3,1,23,0,0,1,1,2,0,1,1
838,1,A93,1,0,24,3,1,2957,1,2,4,0,4,2,63,0,1,2,2,1,1,1,1
839,0,A94,1,1,24,3,3,2611,1,2,4,1,3,1,46,0,1,2,2,1,0,1,1
840,1,A93,1,0,36,1,2,5179,1,2,4,0,2,2,29,0,1,1,2,1,0,1,0
841,0,A93,1,0,21,2,1,2993,1,1,3,0,2,1,28,1,1,2,1,1,0,1,1
842,0,A92,0,1,18,1,5,1943,1,1,4,0,4,1,23,0,1,1,2,1,0,1,0
843,0,A93,1,0,24,1,9,1559,1,2,4,0,4,3,50,2,1,1,2,1,1,1,1
844,0,A93,1,0,18,1,2,3422,1,2,4,0,4,2,47,2,1,3,2,2,1,1,1
845,2,A93,1,0,21,1,2,3976,3,2,2,0,3,3,35,0,1,1,2,1,1,1,1
846,0,A93,1,0,18,1,1,6761,3,1,2,0,4,3,68,0,0,2,2,1,0,1,0
847,0,A94,1,1,24,1,1,1249,1,1,4,0,2,1,28,0,1,1,2,1,0,1,1
848,1,A93,1,0,9,1,3,1364,1,2,3,0,4,1,59,0,1,1,2,1,0,1,1
849,1,A93,1,0,12,1,3,709,1,2,4,0,4,1,57,1,1,1,1,1,0,1,0
850,1,A94,1,1,20,3,1,2235,1,1,4,2,2,2,33,2,0,2,2,1,0,0,0
851,0,A93,1,0,24,3,1,4042,3,2,3,0,4,2,43,0,1,2,2,1,1,1,1
852,0,A93,1,0,15,3,3,1471,1,1,4,0,4,0,35,0,2,2,2,1,1,1,1
853,1,A93,1,0,18,1,1,1442,1,2,4,0,4,0,32,0,2,2,1,2,0,1,0
854,0,A93,1,0,36,2,1,10875,1,2,2,0,2,3,45,0,1,2,2,2,1,1,1
855,0,A94,1,1,24,1,1,1474,1,1,4,0,3,1,33,0,1,1,2,1,1,1,1
856,0,A92,0,1,10,1,8,894,3,2,4,0,3,2,40,0,1,1,2,1,1,1,1
857,0,A93,1,0,15,3,2,3343,1,1,4,0,2,0,28,0,2,1,2,1,1,1,1
858,1,A92,0,1,15,1,1,3959,1,1,3,0,2,2,29,0,1,1,2,1,1,1,0
859,0,A93,1,0,9,1,1,3577,1,1,1,2,2,1,26,0,0,1,2,2,0,0,1
860,0,A93,1,0,24,3,1,5804,2,1,4,0,2,1,27,0,1,2,2,1,0,1,1
861,0,A94,1,1,18,2,9,2169,1,1,4,0,2,3,28,0,1,1,2,1,1,1,0
862,1,A92,0,1,24,1,3,2439,1,1,4,0,4,1,35,0,1,1,2,1,1,1,0
863,0,A93,1,0,27,3,2,4526,2,1,4,0,2,1,32,1,1,2,1,2,1,1,1
864,0,A93,1,0,10,1,2,2210,1,1,2,0,2,1,25,2,0,1,1,1,0,1,0
865,0,A92,0,1,15,1,2,2221,2,1,2,0,4,3,20,0,0,1,2,1,0,1,1
866,1,A92,0,1,18,1,3,2389,1,1,4,0,1,3,27,1,1,1,2,1,0,1,1
867,0,A93,1,0,12,3,2,3331,1,2,2,0,4,2,42,1,1,1,2,1,0,1,1
868,0,A93,1,0,36,1,9,7409,3,2,3,0,2,2,37,0,1,2,2,1,0,1,1
869,1,A92,0,1,12,1,2,652,1,2,4,0,4,2,24,0,0,1,2,1,0,1,1
870,0,A92,0,1,36,2,2,7678,2,2,2,0,4,3,40,0,1,2,2,1,1,1,1
871,3,A93,1,0,6,3,1,1343,1,2,1,0,4,1,46,0,1,2,2,2,0,0,1
872,1,A93,1,0,24,3,9,1382,1,2,4,0,1,1,26,0,1,2,2,1,1,1,1
873,0,A92,0,1,15,1,4,874,3,1,4,0,1,1,24,0,1,1,2,1,0,1,1
874,1,A93,1,0,12,1,2,3590,1,1,2,1,2,2,29,0,1,1,1,2,0,1,1
875,2,A92,0,1,11,3,1,1322,2,1,4,0,4,3,40,0,1,2,2,1,0,1,1
876,1,A93,1,0,18,1,3,1940,1,1,3,1,4,0,36,2,2,1,3,1,1,1,1
877,0,A93,1,0,36,1,3,3595,1,2,4,0,2,3,28,0,1,1,2,1,0,1,1
878,1,A93,1,0,9,1,1,1422,1,1,3,0,2,0,27,0,2,1,3,1,1,1,0
879,0,A93,1,0,30,3,3,6742,3,2,2,0,3,2,36,0,1,2,2,1,0,1,1
880,0,A93,1,0,24,1,1,7814,1,2,3,0,3,3,38,0,1,1,3,1,1,1,1
881,0,A91,1,1,24,1,1,9277,3,1,2,0,4,0,48,0,2,1,2,1,1,1,1
882,2,A93,1,0,30,3,1,2181,3,2,4,0,4,1,36,0,1,2,2,1,0,1,1
883,0,A92,0,1,18,3,3,1098,1,3,4,0,4,3,65,0,1,2,0,1,0,1,1
884,2,A91,1,1,24,1,2,4057,1,2,3,0,3,3,43,0,1,1,2,1,1,1,0
885,1,A92,0,1,12,1,6,795,1,1,4,0,4,2,53,0,1,1,2,1,0,1,0
886,2,A93,1,0,24,3,9,2825,3,2,4,0,3,0,34,0,1,2,2,2,1,1,1
887,2,A93,1,0,48,1,9,15672,1,1,2,0,2,3,23,0,1,1,2,1,1,1,0
888,0,A93,1,0,36,3,1,6614,1,2,4,0,4,3,34,0,1,2,3,1,1,1,1
889,0,A93,1,0,28,1,1,7824,3,1,3,2,4,1,40,2,0,2,2,2,1,1,1
890,1,A93,1,0,27,3,9,2442,1,2,4,0,4,3,43,1,1,4,3,2,1,1,1
891,0,A93,1,0,15,3,3,1829,1,2,4,0,4,3,46,0,1,2,2,1,1,1,1
892,1,A93,1,0,12,3,1,2171,1,1,4,0,4,2,38,2,1,2,1,1,0,0,1
893,2,A93,1,0,36,3,1,5800,1,1,3,0,4,3,34,0,1,2,2,1,1,1,1
894,0,A93,1,0,18,3,3,1169,3,1,4,0,3,2,29,0,1,2,2,1,1,1,1
895,0,A93,1,0,36,2,1,8947,3,2,3,0,2,3,31,1,1,1,3,2,1,1,1
896,1,A92,0,1,21,1,3,2606,1,1,4,0,4,2,28,0,0,1,3,1,1,1,1
897,0,A92,0,1,12,3,2,1592,2,2,3,0,2,2,35,0,1,1,2,1,0,0,1
898,0,A92,0,1,15,1,2,2186,3,2,1,0,4,1,33,2,0,1,1,1,0,1,1
899,1,A93,1,0,18,1,2,4153,1,1,2,1,3,3,42,0,1,1,2,1,0,1,0
900,1,A93,1,0,16,3,1,2625,1,2,2,2,4,2,43,2,0,1,2,1,1,1,0
901,0,A91,1,1,20,3,1,3485,3,1,2,0,4,1,44,0,1,2,2,1,1,1,1
902,0,A93,1,0,36,3,1,10477,3,2,2,0,4,0,42,0,2,2,2,1,0,1,1
903,0,A94,1,1,15,1,3,1386,3,1,4,0,2,1,40,0,0,1,2,1,1,1,1
904,0,A93,1,0,24,1,3,1278,1,2,4,0,1,1,36,0,1,1,3,1,1,1,1
905,1,A93,1,0,12,1,3,1107,1,1,2,0,2,1,20,0,0,1,3,2,1,1,1
906,1,A93,1,0,21,1,1,3763,3,2,2,1,2,1,24,0,1,1,1,1,0,0,1
907,2,A94,1,1,36,1,6,3711,3,1,2,0,2,3,27,0,1,1,2,1,0,1,1
908,0,A92,0,1,15,2,1,3594,1,1,1,0,2,2,46,0,1,2,1,1,0,1,1
909,2,A92,0,1,9,1,1,3195,3,1,1,0,2,1,33,0,1,1,1,1,0,1,1
910,0,A92,0,1,36,2,3,4454,1,1,4,0,4,1,34,0,1,2,2,1,0,1,1
911,2,A92,0,1,24,3,2,4736,1,1,2,0,4,3,25,2,1,1,1,1,0,1,0
912,2,A92,0,1,30,1,3,2991,3,2,2,0,4,3,25,0,1,1,2,1,0,1,1
913,0,A91,1,1,11,1,9,2142,2,2,1,0,2,1,28,0,1,1,2,1,1,1,1
914,1,A93,1,0,24,1,9,3161,1,1,4,0,2,2,31,0,0,1,2,1,1,1,0
915,2,A92,0,1,48,1,0,18424,1,1,1,0,2,2,32,2,1,1,3,1,1,0,0
916,0,A93,1,0,10,1,1,2848,1,1,1,1,2,1,32,0,1,1,2,2,0,1,1
917,1,A93,1,0,6,1,1,14896,1,2,1,0,4,0,68,2,1,1,3,1,1,1,0
918,1,A91,1,1,24,1,2,2359,1,3,1,0,1,2,33,0,1,1,2,1,0,1,0
919,1,A93,1,0,24,1,2,3345,1,2,4,0,2,2,39,0,0,1,3,1,1,1,0
920,0,A92,0,1,18,3,2,1817,1,1,4,0,2,0,28,0,1,2,2,1,0,1,1
921,0,A93,1,0,48,2,3,12749,2,2,4,0,1,3,37,0,1,1,3,1,1,1,1
922,1,A92,0,1,9,1,3,1366,1,1,3,0,4,2,22,0,0,1,2,1,0,1,0
923,2,A93,1,0,12,1,1,2002,1,2,3,0,4,2,30,0,0,1,2,2,1,1,1
924,1,A91,1,1,24,1,2,6872,1,1,2,0,1,2,55,2,1,1,2,1,1,1,0
925,1,A93,1,0,12,1,1,697,1,1,4,0,2,3,46,2,1,2,2,1,1,1,0
926,1,A92,0,1,18,3,2,1049,1,1,4,0,4,2,21,0,0,1,2,1,0,1,1
927,1,A93,1,0,48,1,1,10297,1,2,4,0,4,0,39,1,2,3,2,2,1,1,0
928,0,A93,1,0,30,1,3,1867,3,2,4,0,4,3,58,0,1,1,2,1,1,1,1
929,1,A93,1,0,12,2,1,1344,1,1,4,0,2,1,43,0,1,2,1,2,0,1,1
930,1,A93,1,0,24,1,2,1747,1,1,4,1,1,2,24,0,1,1,1,1,0,0,1
931,2,A92,0,1,9,1,3,1670,1,1,4,0,2,3,22,0,1,1,2,1,1,1,0
932,0,A93,1,0,9,3,1,1224,1,1,3,0,1,1,30,0,1,2,2,1,0,1,1
933,0,A93,1,0,12,3,3,522,2,2,4,0,4,2,42,0,1,2,2,2,1,1,1
934,1,A92,0,1,12,1,3,1498,1,1,4,0,1,3,23,2,1,1,2,1,0,1,1
935,2,A93,1,0,30,2,3,1919,1,1,4,0,3,0,30,1,1,2,3,1,0,1,0
936,3,A92,0,1,9,1,3,745,1,1,3,0,2,1,28,0,1,1,1,1,0,1,0
937,2,A94,1,1,6,1,3,2063,1,1,4,0,3,3,30,0,0,1,3,1,1,1,1
938,2,A93,1,0,60,1,6,6288,1,1,4,0,4,0,42,0,2,1,2,1,0,1,0
939,0,A93,1,0,24,3,1,6842,3,1,2,0,4,2,46,0,1,2,3,2,1,1,1
940,0,A93,1,0,12,1,1,3527,3,1,2,0,3,2,45,0,1,1,3,2,1,1,1
941,0,A93,1,0,10,1,1,1546,1,1,3,0,2,1,31,0,1,1,1,2,0,0,1
942,0,A93,1,0,24,1,2,929,3,2,4,0,2,3,31,1,1,1,2,1,1,1,1
943,0,A93,1,0,4,3,1,1455,1,2,2,0,1,1,42,0,1,3,1,2,0,1,1
944,1,A92,0,1,15,1,2,1845,1,1,4,2,1,2,46,0,0,1,2,1,0,1,1
945,2,A92,0,1,48,1,1,8358,2,1,1,0,1,3,30,0,1,2,2,1,0,1,1
946,1,A93,1,0,24,1,2,3349,2,1,4,0,4,0,30,0,2,1,2,2,1,1,0
947,0,A93,1,0,12,1,1,2859,3,3,4,0,4,0,38,0,1,1,3,1,1,1,1
948,0,A94,1,1,18,1,2,1533,1,1,4,1,1,2,43,0,1,1,1,2,0,1,0
949,0,A93,1,0,24,1,3,3621,1,2,2,0,4,3,31,0,1,2,2,1,0,1,0
950,2,A94,1,1,18,3,9,3590,1,3,3,0,3,3,40,0,1,3,0,2,1,1,1
951,1,A93,1,0,36,2,9,2145,1,2,2,0,1,3,24,0,1,2,2,1,1,1,0
952,2,A92,0,1,24,1,1,4113,2,1,3,0,4,3,28,0,0,1,2,1,0,1,0
953,0,A92,0,1,36,1,2,10974,1,3,4,0,2,3,26,0,1,2,3,1,1,1,0
954,1,A92,0,1,12,1,1,1893,1,1,4,2,4,2,29,0,1,1,2,1,1,1,1
955,1,A92,0,1,24,3,3,1231,2,2,4,0,4,2,57,0,0,2,3,1,1,1,1
956,3,A93,1,0,30,3,3,3656,3,2,4,0,4,2,49,1,1,2,1,1,0,1,1
957,2,A93,1,0,9,3,3,1154,1,2,2,0,4,1,37,0,1,3,1,1,0,1,1
958,1,A93,1,0,28,1,1,4006,1,1,3,0,2,3,45,0,1,1,1,1,0,1,0
959,2,A93,1,0,24,1,2,3069,1,2,4,0,4,0,30,0,2,1,2,1,0,1,1
960,0,A94,1,1,6,3,3,1740,1,2,2,0,2,1,30,0,0,2,2,1,0,1,1
961,2,A91,1,1,21,2,1,2353,1,1,1,0,4,2,47,0,1,2,2,1,0,1,1
962,0,A93,1,0,15,1,1,3556,3,1,3,0,2,0,29,0,1,1,2,1,0,1,1
963,0,A93,1,0,24,1,3,2397,2,2,3,0,2,3,35,2,1,2,2,1,1,1,0
964,2,A94,1,1,6,1,5,454,1,1,3,0,1,2,22,0,1,1,1,1,0,1,1
965,2,A92,0,1,30,1,3,1715,3,1,4,0,1,3,26,0,1,1,2,1,0,1,1
966,2,A93,1,0,27,3,3,2520,2,1,4,0,2,2,23,0,1,2,1,1,0,1,0
967,0,A92,0,1,15,1,3,3568,1,2,4,0,2,3,54,2,0,1,3,1,1,1,1
968,0,A94,1,1,42,1,3,7166,3,2,2,0,4,2,29,0,0,1,2,1,1,1,1
969,1,A93,1,0,11,3,1,3939,1,1,1,0,2,1,40,0,1,2,1,2,0,1,1
970,2,A93,1,0,15,1,5,1514,1,1,4,2,2,1,22,0,1,1,2,1,0,1,1
971,0,A93,1,0,24,1,1,7393,1,1,1,0,4,2,43,0,1,1,1,2,0,1,1
972,1,A92,0,1,24,1,1,1193,1,3,1,1,4,0,29,0,0,2,0,1,0,1,0
973,1,A93,1,0,60,1,9,7297,1,2,4,1,4,0,36,0,0,1,2,1,0,1,0
974,0,A92,0,1,30,3,3,2831,1,1,4,0,2,3,33,0,1,1,2,1,1,1,1
975,3,A92,0,1,24,1,3,1258,2,1,3,0,3,3,57,0,1,1,1,1,0,1,1
976,2,A92,0,1,6,1,3,753,1,1,2,2,3,1,64,0,1,1,2,1,0,1,1
977,2,A93,1,0,18,2,9,2427,3,2,4,0,2,2,42,0,1,2,2,1,0,1,1
978,0,A93,1,0,24,2,1,2538,1,2,4,0,4,3,47,0,1,2,1,2,0,1,0
979,2,A94,1,1,15,1,1,1264,1,1,2,0,2,2,25,0,0,1,2,1,0,1,0
980,2,A93,1,0,30,3,2,8386,1,2,2,0,2,2,49,0,1,1,2,1,0,1,0
981,0,A93,1,0,48,1,9,4844,1,3,3,0,2,3,33,2,0,1,3,1,1,1,0
982,3,A92,0,1,21,1,1,2923,1,1,1,0,1,3,28,2,1,1,3,1,1,1,1
983,1,A93,1,0,36,1,1,8229,1,1,2,0,2,2,26,0,1,1,2,2,0,1,0
984,0,A93,1,0,24,3,2,2028,1,2,2,0,2,2,30,0,1,2,1,1,0,1,1
985,1,A92,0,1,15,3,2,1433,1,1,4,0,3,2,25,0,0,2,2,1,0,1,1
986,3,A91,1,1,42,1,9,6289,1,1,2,0,1,2,33,0,1,2,2,1,0,1,1
987,0,A92,0,1,13,1,3,1409,1,3,2,0,4,1,64,0,1,1,2,1,0,1,1
988,1,A93,1,0,24,1,1,6579,1,3,4,0,2,0,29,0,2,1,3,1,1,1,1
989,2,A93,1,0,24,3,3,1743,1,2,4,0,2,2,48,0,1,2,1,1,0,1,1
990,0,A93,1,0,12,3,6,3565,3,1,2,0,1,2,37,0,1,2,1,2,0,1,1
991,0,A93,1,0,15,1,3,1569,1,2,4,0,4,3,34,2,1,1,1,2,0,1,1
992,1,A94,1,1,18,1,3,1936,3,2,2,0,4,3,23,0,0,2,1,1,0,1,1
993,1,A93,1,0,36,1,2,3959,1,3,4,0,3,2,30,0,1,1,3,1,1,1,1
994,0,A93,1,0,12,1,1,2390,3,2,4,0,3,3,50,0,1,1,2,1,1,1,1
995,0,A92,0,1,12,1,2,1736,1,2,3,0,4,1,31,0,1,1,1,1,0,1,1
996,1,A91,1,1,30,1,1,3857,1,1,4,0,4,2,40,0,1,1,3,1,1,1,1
997,0,A93,1,0,12,1,3,804,1,2,4,0,4,3,38,0,1,1,2,1,0,1,1
998,1,A93,1,0,45,1,3,1845,1,1,4,0,4,0,23,0,2,1,2,1,1,1,0
999,2,A93,1,0,45,3,1,4576,1,3,3,0,4,3,27,0,1,1,2,1,0,1,1
